video_title,channel,author,text,likes,replies,primary,all,length,published_at
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@정숙희-r9j,"아,나네,생일의미안두는데. 매일 만족한 삶을 사려고 노력하고,타인에 의해 행복 즐거움 안찾는 타입.",536,8,기타,,55,2026-04-03
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@gjairwlwh,사람이 싫다기보단 행복을 위해 굳이 타인이 필요하지 않은것 뿐,533,3,기타,,34,2023-11-05
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@정-iwe,근데 사람 겉돌게 만드는 애들이 있음 기본적인 배려가 부족해서 셋이 같이 걷고 있는데도 둘이서 대화하느라 정신 팔려서 막 뛰놀고 내 말은 다 튕겨져 나오고... 작년에 겪어봄 그런 느낌 처음이었음,524,2,자기참조,자기참조,109,2026-01-31
혼자서 잘 사는 사람 특징,놀면서 배우는 심리학,@scalet-h4r,홀로 있을 줄 알아야 자신에 대한 철학이 가능합니다. 고립이 아닌 자발적 고독을 즐길 줄 알아야합니다...🎉🎉🎉,518,7,기타,,65,2024-12-19
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@슬픈개굴01,인간관계는 필요없다. 내가 잘나가면 붙는게 사람이고 내가 망할때 떠나가는것도 사람이지.,514,5,자기참조,자기참조,48,2025-08-25
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@b.b9623,연구를 많이 하셔서 피곤해 보이시지만 위트를 보면 행복한분이 맞는거 같습니다^^,511,0,기타,,44,2025-07-11
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@정란서-x6y,쇼핑도 혼자가 편해요.,509,8,기타,,12,2025-12-24
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@유튜버-l4h,"진정한 친구는 있으면 좋고, 스트레스 주는 친구는 없는게 낫고",507,5,기타,,34,2024-12-31
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@hyejinjo3664,"알바하러갈때 차안에서 사과를 먹으며 경치를 구경하는게 너무 행복해요 정말 소소한 행복이고, 매일보는 길이지만 갈때마다 행복해요 이런행복을 자주 제 인생에서 찾으면 좋겠어요",505,5,자기참조,자기참조,95,2025-07-14
점점 혼자가 편한 이유,픽고 PICKGO,@요시-f3c,아직 대학교 안가봤지만 대학생들도 혼자가 편하다고 생각하는 사람 많을듯해..,505,6,기타,,42,2023-12-01
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@이형주-g7k,퇴직하면 인간관계의 90프로가 곧바로 정리됨ㅜ,505,7,자기참조,자기참조,25,2025-08-24
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@Anho_1144,"혼자 있는 것을 좋아하는 사람들 중에서는, 사교성이 떨어져서가 아니라 본인과 수준이 맞는 사람이 많지 않아 고독하고 값진 시간을 선택하는 자들도 있을 듯. 쇼펜하우어도 그에 속하고… 쇼펜하우어만큼 명석하진 않더라도 자기 환경에서 명석한 경우 고독이 필연적인 듯. 고독할 때 더 인풋이 많기에(독서와 연구에 심취라느라 바쁨)…",504,5,기타,,181,2024-05-19
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@りーちゃん-w9s,중년이 되니까 신선한 이야기가 적고 건설적인 이야기가 적어서 만나도 재미가 없다😢나는 요즘 유튜브로 멋진 강의를 들을 때 즐겁다...가는 사람 붙잡지 말고 오는 사람 중에서 고른다...😂,501,11,정체성확인,정체성확인|자기서사|자기참조,106,2024-05-04
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@장재원-q4c,집이 편해야하는데란 말이 너무 공감된다,500,6,정체성확인,정체성확인,21,2024-04-08
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@최악을상상하라,인간관계라는게 술하고 똑같다...마시고 난후에는 숙취만 남고 허무하다...외로워서 만나보지만 결국 인생은 혼자다...,498,8,위안,위안|정체성확인,65,2024-10-15
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@Y.마가렛,나이들면 외롭지 안아요. 혼자가 편하고 좋아요. 거기다 돈만 넉넉히 잇으면 금상첨화네요.ㅎㅎ,498,9,기타,,51,2025-07-31
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@KkamiSamdol,아무리 좋은친구도 살짝 거리를 두는게 서로서로 좋은거 같습니다,495,18,기타,,34,2023-06-21
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@하루-l5l8m,누구라도 옆에 있다면 신경써야되고 분위기를 맞춰야하고..사람이 너무 피곤해요.혼자 집에 있을때 나는 가장 행복함.,492,2,자기서사,자기서사|자기참조,63,2024-07-17
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@Iceland_Siglufjordur,반려자도 자식도 친구도 0 아무도 없어요. 혼자 아프면 곤란할 것이 걱정된다는 것 빼고는 잘 지내요.,486,39,기타,,56,2024-12-06
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@martinlee867,자발적 고립주의 실천하고 있습니다 카톡부터 안해요 주변사람 정리하고나니 나에게 집중하게 되면서 진정한 인생을 살게 됩니다 고독에서 충만함을 보게 됩니다,485,0,기타,,84,2025-04-11
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@또봄-m8s,영업직으로 10년이상을 살다보니 혼자만의 시간이얼마나 소중하다는걸 깨우치게되었음,484,5,기타,,44,2025-07-11
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@Catherine-q4w,집앞 노래방에서 우연히 뵌적이 있었는데 저희 아파트에 사시더라구요. 너무 반가워서 나올때 서경석씨 노래방비 결제해드렸는데 그분도 얼마후 저희집 현관문 손잡이에 일본에서 사온 오미야게와 짧막한 손편지를 걸고 가셨더라구요... 연예인이 이럴일인가?싶었는데 그냥 세상 따뜻한 남자구나 ~~ 인사못드렸는데 감사합니다 ^^,482,18,위안,위안,175,2025-08-25
"혼자 시간을 보내는 사람이 매력 있는 이유, 외로움을 다루는 방법 (feat.오은영)[인스타그램, 인스타중독, SNS, 오은영, 외로움, 자존감, 우울증]",도서관 오목눈이,@박은지-y6q5o,저는 친구가 적은 편이라 인간관계가 넓은 사람들을 보면 부럽기도 했는데 천시록으로 사주 봐보니 저는 원래 깊은 관계를 선호한다고 나오네요. 억지로 사람을 늘릴 필요는 없겠다는 생각이 들었어요 ㅎ 인스타나 SNS 할때는 더 외로웠던거 같은데 그런거 다 끊으니 마음은 편하네요.,479,2,자기서사,위안|자기서사|자기참조|반박,153,2026-08-13
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@banyajeong9576,평온한 일생을 깨는 기념일들 난 싫음 난 명절도 싫다 일상을 평온하게 사는게 제일 편하고 좋음,479,9,기타,,52,2026-04-04
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@hohoyang4303,오래된 친구 필요없음 취미생활하러 가면 많습니다 좋은 사람들 깊은 이야기는 가족하고만 하세요.,464,12,자기서사,자기서사,52,2024-12-06
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@임형진-x3j,혼자 지내면 외롭지만 같이 있으면 괴롭다.,463,11,기타,,23,2025-07-15
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@neversayneveragain3748,언제부터인가 사람 자체가 너무 빤해서 상대하는것도 관심없고 귀찮아졌다. 그래서 그냥 혼자 노는게 훨씬 편하고 좋기 시작함,458,12,자기참조,자기참조,67,2024-05-12
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@난황금시계,나네. 생일이 왜 축하를 해야하는지 모르는 사람. 내가 이상한 줄 알았는데 비슷한 사람들이 많네. 감사합니다 👍,458,1,위안,위안|자기참조,63,2026-04-03
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@TV-pc9ri,혼자 사는게 이상한게 아닙니다. 심심할순 있지만 외롭지는 않아요. 사람들 사이에서 외로움 느끼기보다 자신에게 더 충실하고 충만하게 살게 되요. 노력해야 할 건 아무없어요. 지금이 완벽한 삶입니다.,456,10,위안,위안,109,2025-08-10
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@핑킹-f5j,그 전에 이것저것 다 해보고 오히려 해탈한 사람들이 이 방법을 쓰는거예요 회피라기보단 하나의 수단이 된거죠,455,49,기타,,59,2024-07-31
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@계-f3w,대학다니면서 무리에따라 인싸일때도 있고 겉돌때도 있었는데 그때 깨달은게 그냥 성격잘맞는 무리가 있으면 좋은거고 아니면 그냥 바쁘게 지내면 되는거임,453,2,지식,지식|자기참조,81,2026-01-17
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@물의호흡-f5x,외롭지않이?라고 묻는 사람이 진짜 외로움 타는 사람.,450,4,위안,위안,29,2025-12-28
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@aptfac,혼자 잘사는사람이 지능이 높다,450,5,기타,,16,2024-05-14
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@신지지-x3v,저도 친구가 적은 편이라서 주변 사람들과 비교하면서 조급해질 때가 많았는데 천시록 보니까 천천히 제 페이스대로 가야 결실을 맺는 타입이라 하더라고요. 마음 비우고 할 일에 집중하며 저를 성장시키려고 합니다!,448,2,정체성확인,정체성확인|자기서사|자기참조,115,2026-08-13
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@박지영-b5o7b,사람들 만나면 쓸데없는 말하게 되고 거짓 호응해주다 보면 내가 지금 뭐하고 있지?란 생각이 들더라구요 가식떠드는것도 하루이틀이죠 ㅜ,448,4,자기참조,자기참조,73,2024-12-06
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@user-zu3tm5wm9e,어릴 적에 부모로 부터 거절의 경험이 많고 특히 도움을 요청했을 때 거부당하거나 부정적인 반응을 많이 경험하면 남에게도 도움을 바라는 게 어려워진다. 부모에게 사랑과 수용을 충분히 받은 사람은 남에게 도움을 요청하는 걸 전혀 꺼리낌없이 잘 한다. 반대로 부모로부터 과잉보호 받으며 말하기도 전에 원하는 게 다 충족되는 삶을 살면 남에게 도움 청하거나 받는 거레는 꺼리낌이 없는데 본인이 주는 것엔 매우 인색해 진다. 본인이 줘 본 적이 없어서 왜 줘야하는지조차 모르는 거다.,447,2,기타,,265,2024-07-31
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@uriari7692,그래서 고독사라는 명칭을 바꿔야 한다. 그들은 고독하게 죽은 게 아니다. 그냥 혼자 죽은 혼자사다.,444,23,기타,,55,2025-12-23
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@claymapper,혼자 있는 거 좋아하는 사람들 속마음 인간들이 귀찮음,440,14,기타,,29,2023-11-03
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@Mylittlestar-b8j,인생에 남는건 내가 잘살아가는것.,438,5,자기참조,자기참조,18,2024-12-06
혼자가 편한 사람 특징,픽고 PICKGO,@박소정-b2x,연희같이 별로 접점도 없고 친하지도 않은데 팔짱끼고 엄청 밝게 친하게 하면 부담스럽고 싫은데 안받아주기도 애매함… 근데 내가 또 다른사람한테 그런 포지션이 돼서 상대가 부담스러울까봐 다가가는 것도 조금 조심스러움,433,1,자기참조,자기참조,118,2023-04-22
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@Halopo88,혼자 삽니다. 가족이랑 살았던거보다 훨씬 행복해요. 가족들과 맨날 싸우고 서로 힘들었던 과거보다 지금이 훨씬 돈독하고 자유가 주어진 지금이 너무 소중합니다.,433,8,자기서사,자기서사,87,2023-09-26
혼자서 잘 사는 사람 특징,놀면서 배우는 심리학,@홍태경-o1y,이해관계가 엮인 직장동료의 경우 불편하지 않을 정도의 예의만 차리면 되고 그런 관계가 아니라면 집착 하지 마세요 어차피 본인이 매력이 있으면 알아서 붙습니다,433,2,자기서사,자기서사,87,2024-12-19
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@ColeenMoore-s5n,인간관계 어렵다.. 시월모바일 알뜰폰 요금제 드뎌 해냈네 이렇게 최저가로 요금제 사용할수있고 짱 빠르다ㅋㅋㅋ,432,0,자기참조,자기참조,60,2025-01-03
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@굴러들온복,나 똑똑한가...혼술 혼밥이 좋다 ㅋㅋㅋㅋㅋ,429,12,기타,,24,2025-12-22
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@라라방,살수록 혼자있는시간이 편합니다,429,5,기타,,16,2025-12-22
혼자가 편한 사람 특징,픽고 PICKGO,@리이키,공감...서로 뒷담하고 또 다음날 꺄르르 웃고 떠드는 거 보고 핵소름이었음ㅋㅋㅋ게다가 동물의 왕국이라서 서로 현남친의 전여친이었음ㅋㅋㅋ아 진짜 다시 생각해도 골때려,428,0,정체성확인,정체성확인,91,2023-04-23
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@홍명석-d8i,사람 많이 만나지마라...부질없는 일이다. 적절한 거리를 둬라...공부하라...,427,10,지식,지식,44,2024-11-10
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@kidaripapa188,최근 미우새 영상 보니까 그렇게 행복해보일수 없더라.. 본인 돈으로 본인이 하고 싶은거 다하면서.....,425,6,자기참조,자기참조,58,2024-04-08
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@beautysunnyhand,외로움을 받아들일수록 행복해집니다😊,425,7,위안,위안,20,2025-08-01
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@노을-m9s,사회적 성취없어도 다른 사람과 연락 안하고 문제없이 잘사는 사람도 많음 단정 짓지마세요 인간관계 피곤함 혼자가 편함,421,5,자기참조,자기참조,64,2024-05-24
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@goldbird5613,비혼주의자인데 불행하지 않은 이유가 작은 일에 감사하기 때문인데 가정생활 불행한 여자 상사가 이유없이 저에게 태클걸고 무시하는 것 때매 힘든 적 있어요. 지금 교수님 강의들으니 정말 불쌍한 종자들이었다는걸 깨닫습니다.,419,10,기타,,121,2023-04-07
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@브레인빛,저는 내향형 입니다. 혼자가 힐링되고 좋아요. 사람을 만나는게 피곤 하고 혼자가 충전이된답니다.일을 하고 있으니 늘 고객 상대를 하니 더 조용한걸 좋아 하는것 같기도 합니다.,419,11,자기서사,자기서사|자기참조,97,2026-05-04
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@하늘나무땅,외로운게 싫어 결혼하면 괴로워진다,417,2,위안,위안|자기서사,18,2024-04-08
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@bono820108,쇼핑도 혼자다니는게 편하다 이것저것 신경 써줘야하는게 에너지소모도 크고: .ㅎㅎ,411,1,기타,,44,2024-03-08
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@chorokdo3440,맞아요 50쯤 살아보니 인생이 바꼈던 순간은 진정으로 혼자였던 순간이었습니다. 공감합니다. 타인은 잘된 나를 댓가 없이 나눌 수 있을때만 내게도 타인에게도 의미가 있더군요,410,4,정체성확인,정체성확인|자기서사,95,2025-04-08
은지원 명언 l 결혼을 신중하게 해야하는 이유.,멘탈케어::힐링 심리학 채널::,@kkabury-bori,혼자가 너무 좋아요. 맘편하고 자유롭고,409,16,기타,,21,2024-04-09
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@실크로드-t4l,인생은 혼자왔다 혼자가는겁니다 혼자서 단단해지지 못하면 삶이 점점 고달파집니다,404,2,기타,,43,2023-12-14
점점 혼자가 편한 이유,픽고 PICKGO,@esr7354,같이 노는것도 좋지만 혼자서 놀줄도 알아야해요 나 혼자 스스로를 위해 부지런히 시간과 정성을 쓰는것도 사회생활만큼 중요해요,402,0,기타,,68,2024-02-15
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@guiozinga6039,혼자 사는 사람들은 성격에 문제가 있는게 아니다. 현명한 것이다.,402,5,자기서사,자기서사|자기참조,36,2025-09-30
친구가 없어도 '혼자 잘 지내는' 사람 특징,멘탈케어::힐링 심리학 채널::,@senalee9501,곁에 사람이 있는게 더 외롭다고 느껴졌을때 사람을 끊었어요 쓸대없는 술자리에 가는 대신에 집에서 책읽고 명상하고 공부하고 운동하고 심지어 담배도끊고 술도 자연스럽게 안마시게 되더라고요. 점점 지식이 풍부해지고 몸은 건강해지고 사람으로 받는 스트레스도 줄게되고 자존감고 높아졌어요 사람들에게 의지했던 세월보다 지금 제자신에게 만족합니다. 뭐 가끔 외로울때도 있지만 인간은 본래 공허하고 외로움이 가득한 생물체라고 생각하니 마음이 편해요 여러분 인맥에 너무 집중하지마세요 그시간에 본인에게 집중해보세요. 발전된 내모습을 알아보고 좋은사람이 다가옵니다!,398,6,위안,위안|지식,306,2022-08-05
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@roopretelcham_a,가족이 아니더라도 나에게 안정감을 줄 수 있는 사람을 모두 만나셨으면 좋겠습니다😊,397,7,자기서사,자기서사,46,2023-04-10
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@sokyungsuk,재원이형 덕에 용기가^^ 조만간 혼자 밥먹고 올게요^^ 구독자 여러분 건강하세요~,395,11,기타,,45,2025-08-24
"혼자 시간을 보내는 사람이 매력 있는 이유, 외로움을 다루는 방법 (feat.오은영)[인스타그램, 인스타중독, SNS, 오은영, 외로움, 자존감, 우울증]",도서관 오목눈이,@CL-fw3vy,"영상에서 인용된 책들 1:51 '우울할 땐 뇌과학' - 앨릭스 커브 3:12 '오은영의 화해' - 오은영 5:08, 10:13 '건강의 뇌과학' - 제임스 굿 윈 6:00 '인스타브레인' - 안데르스 한센 7:44 '자기신뢰의 힘' - 랄프 왈도 에머슨",394,1,기타,,141,2023-02-24
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@th-tn-c3o,10년넘게 내가사고 힘들때 쫓아가 위로해주고 밥사주고 힘든일 나한테 다 말하며 스트레스 풀더니 고마운줄 일도 모르더라~이젠 지겨워서 절교했다 ᆢ시~~원하다,393,19,위안,위안|자기참조,86,2024-05-13
점점 혼자가 편한 이유,픽고 PICKGO,@피리-s8q,믿었던 사람한테 사소한 서운함에서 점점 경멸감을 느끼는 순간이 많아질수록 혼자가 편하게 됨. 억울해도 변명조차 구차해 길게 말하기도.. 들어주기도.. 얼굴 마주하기도 힘들어 혼자인게 맘편한 1인이네요.. 그렇게 사람 좋아해 혼자 있는게 젤 싫었던 나였는데....,391,3,기타,,146,2024-02-05
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@백옥당-x1t,만나면 피곤하드라 조용히 삽시다,383,4,기타,,17,2023-11-03
혼자가 편한 사람 특징,픽고 PICKGO,@any3622,와 이번 편 너무 공감된다 ㅋㅋㅋ 제발 그냥 혼자 조용히 노래나 들으면서 가고 싶어 얘기하고 싶지 않아 리액션하기 힘들어 관심 없는 얘기에 관심있는 척 하기 힘들어...,382,0,정체성확인,정체성확인,94,2023-04-22
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@미란이-q5i,주변에 얽메이지 않고 사는것도 사실 나쁘지않음 짝쿵하고만 잘살면됨 자식도 주변사람도. 돈쓸때만 좋은관계가 유지됨,382,8,자기참조,자기참조,62,2023-07-12
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@julia8525ful,"20대엔 혼자는 무서워서 친구가 필요한거고, 50대엔 스스로도 강하기 때문에 혼자여도 충분하다는 강연을 보고 무릎을 쳤었음",380,9,자기서사,자기서사,68,2025-01-03
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@김토마토-q8n,저는 혼자 잘 지내고 있습니다. 혼자 있어도 할 일이 참 많습니다. 혼자가 맘 편하고 참 좋습니다.,380,6,자기서사,자기서사|자기참조,55,2024-12-06
혼자 있는게 더 행복한 사람의 특징,놀면서 배우는 심리학,@샛별로이,"혼자 지내도, 친구없어도, 직장일 잘하고 사람들하고 잘지내면 문제없네요.",380,8,자기서사,자기서사,40,2024-05-13
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@희뭉이-l5j8v,혼자 있으면서 지적능력에 몰두하는 경우가 많아서 그런거 같아요,380,6,기타,,34,2025-12-22
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@google_Alphabet,꼭 어울려야됨? 존나피곤함,380,11,기타,,14,2026-01-17
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@정다원-w4d,백번 맞는말씀입니다. 가족들만있어도 잘살아갑니다. 혼자있을때 가장 행복하고 편안합니다. 저는 젊을때부터 그게 맞다고 생각하고 지금껏 잘살아오고있습니다. 인간관계에서 상처받지않고 너무 좋습니다.,376,6,자기서사,자기서사|자기참조,107,2023-12-14
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@study7-f6i,정리 <인간관계에 집착하는이유> 사회적민감성이 높아서(타고난 기질탓) 생후초기에 형성된 불안정한애착 때문에 인간관계에 대한 상처 때문 <곁에 둬야하는친구> 속마음 깊게 나눌수있는 분 다른사람의 장점 잘 보는 분 나의기쁜일을 같이 기뻐해주는 분 아무이유없이 날 좋아해주는 분 멘탈강한사람은 루틴이 잘 안 무너지고 회복탄력성 큼 남과 비교말고 나의어제와 나의 오늘을 비교할것 자녀에게 스스로 선택하고 책임지게하면 자녀멘탈이 강해짐 <자존감의 생성> 어렸을때부터 성공경험을 통해 자존감이 누적적으로 성장함,375,2,자기참조,자기참조,279,2024-05-04
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@에픽하이-w6y,인간관계에 집착하는것 만큼 멍청한것도 없다고 생각합니다. 최명기원장님말씀처럼 내가 삶의 위기와 곤경이 없다면 친구가 있건 없건 상관없거든여. 진정한 친구?? 어쩜 허상인지도 모르겠습니다.,375,1,자기서사,자기서사|자기참조,104,2023-09-18
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@hyunmipark8663,항상 주인공이 되면 불편한 제 자신이 문제가 있는 걸로 생가하고 살았어요. 오늘 나같은 사람도 정상이구나 나를 사랑하게 됐습니다,373,4,자기서사,자기서사|자기참조,71,2026-05-01
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@윤영숙-l4c,혼자인게 편하다 이사람은 이래서 안 맞고 저사람은 저래서 안 맞고 그러다 보니 혼자 놀기에 익숙하게 되는것 같다,371,1,기타,,62,2024-12-08
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@바른길은좁다,근데 그게 맞지않나 살아보니 도와달라는건 결국 더 댓가가 필요 개 피곤해짐,371,2,자기서사,자기서사,41,2024-07-31
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@rodblanx,저와 제 아내가 딱 저렇습니다 생일 거하게 챙길 필요 없다고 서로 생각하구요 기념일 같은 것도 딱히 안 챙깁니다 그냥 혹시나 기록해 뒀다면 알려주고 서로 축하해 주는 정도구요 저는 이런 방식이 서로 편한거 같습니다,370,11,정체성확인,정체성확인|자기서사|자기참조,119,2026-04-03
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@김영철-x5l8g,혼자 있음을 즐길줄 아는 사람이 고급인생을 사는거라고 생각해요 어울리지 못하면 힘들어하는 사람들은 그 반대겠지요 전 참 행복합니다 혼자여서,370,6,기타,,77,2025-04-10
