video_title,channel,author,text,likes,replies,primary,all,length,published_at
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@문하나둘셋넷,제목보고 찔려서 들어옴;;,218,1,기타,,14,2026-01-17
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@VLOG-Hailey,"1. 자신의 루틴이 무너지지 않는다. (내가 좋아하고 즐거운 것을 유지할 수 있다) - 잠, 맛있는 음식, 즐거운 유튜브 2. 위기와 절망이 올 때 멘탈이 강한지 알 수 있다 - 회복탄력성 3. 불안한 모습을 보이지 않는다 (얼굴표정, 몸) - 잘 된다는 경험이 많아짐, 잘 할 수 있는 것들이 늘어남 4. 나라는 사람 자체에 비난을 하지 않는다. 남들과 비교를 하지 않는다. 나를 보며 간다. (나의 어제-오늘-내일) 5. 1)겁이 없어야 한다, 2)'나는 맞아'라고 생각하기 3)인내력,노력(근면/성실,끈기,일을 끝내려는 동기_인내력) 6. 환경(청소,잠,햇빛,질서있고 정돈된 세계), 사람_집착하지 않고 조금씩 버려야해 7. 당근과 채찍 : ""강화""(장기적 행동 변화)와 처벌 1)일상에서 사소한 즐거움 2)성취감을 줄 수 있는 활동(목표를 아주아주 낮춰서) 3)보상 8. 1) 긴장되는 순간 (면접,발표) : 연습 2) 인간관계에서 ""너도 나 때문에 화가 많이 났을거야"" ""내가 이사람을 왜 무서워 할까? 무서워 할 이유가 없잖아!"" 9. 부모 - 아이에게 선택지&인정하고 책임지게 한다. (자율성, 내가 내 삶의 운전대를 잡고있는가) / 부모가 좋은 롤모델이 되어준다.",215,3,자기서사,정체성확인|자기서사|자기참조,603,2024-05-04
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@관악산-j4b,맞는 말이다 밖에 나갈려면 정말 큰 맘 먹고 간다 엄청난 에너지 소비,215,0,기타,,38,2024-03-12
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@hawaiidjt,"📔발타자르 그라시안 [무례한 세상에서 나를 지키는 법] 교보문고 : https://vo.la/lSY9PpX 예스24 : https://vo.la/5cOU7MZ 알라딘 : https://vo.la/GdnOIQ9 카카오 선물하기 : https://vo.la/WpoU4bK 하와이 인생강의 https://www.youtube.com/@hawaiilifelesson 🛋 인생강의 : 이호선 교수 - 숭실사이버대학교 교수 - 인성심리연구소장 - 저서 《이호선의 나이 들수록: 관계편》, 《오십의 기술》 등 ㅡ 📗 《이호선의 나이 들수록: 관계편》 이호선 교수 📌 교보문고 : https://vo.la/BdHgii 📌 예스24 : https://vo.la/YvXHYn 📌 알라딘 : https://vo.la/ItCdDY Q. 인간관계의 딜레마를 어떻게 해야 할까? Q. 외로움에 취약한 사람의 특징은? #이호선의나이들수록 #이호선 #인생강의",214,8,위안,위안,470,2025-04-08
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@켈리_13,"20년지기 모임이 있었다. 서운함을 토로했음에도 누구도 날 이해해주지 않았고, 후회할까 고민했지만 그 모임을 나왔다. 나오고 나니 이렇게 후련하고 마음이 편할 수 없다. 알고 지낸 20년의 세월을 후회하는 건 아니지만 깨달았다. 그들과 나는 달랐음을. 어딘가에 속하고 싶어 억지로 내 자신을 끼워맞추려 했던게 아니었을까. 그냥 좋다 지금이.",214,7,자기서사,위안|지식|자기서사|자기참조|반박,190,2025-08-28
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@智加-o7q,젊었을땐 찬구랑모여서놀고 잡담하면서 외로움을 달랬지만 지금은 혼자있을땐 집안을 정리정돈도하고 십분동안 근육운동 정원의꽃나무에 물주고 바라보면서 커피한잔하는시간이 너무행복해서 외롭지않아요 너무공감입니다,214,0,위안,위안|정체성확인,111,2025-07-13
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@라라라라-w2x,결국 높은 기준치만큼 내맘에 드는 사람ㅇㅣ 없는것도 한몫함,214,2,자기참조,자기참조,32,2025-09-02
혼자 있을 때 가장 행복한 사람 특징,놀면서 배우는 심리학,@세린-z3j,심지어 난 밥도 혼자 먹는 게 제일 맛있음.,214,1,자기참조,자기참조,24,2024-07-05
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@jude2441,외출하면 기가 다 빨리는 느낌. 그땐 집에 와서 빨리 누워 아무것도 안해야 충전 됨.,212,3,기타,,47,2023-11-02
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@한경민-h4l,"김재원 아나운서님. 아침마당을 떠나셨는데,,,어느날 아침 마당을 보는데 그 빈자리가...크긴 크더군요. 유튜브로 다시 만나뵙게 돼서 반갑습니다. 계속 활동해 주시길.",211,0,기타,,92,2025-08-25
친구가 없어도 '혼자 잘 지내는' 사람 특징,멘탈케어::힐링 심리학 채널::,@병아리-e4p,인생은 혼자입니다. 남들은 거의 대부분 나한테 관심이 없어요 나를 가장 사랑해 줄수있는건 나 자신이 유일하죠,210,2,기타,,60,2022-08-10
혼자 있는 게 더 편한 사람 외향인도 내향인도 아닌 '이 유형' 입니다 ㅣ Ep. 책과사람 70 (김경일 교수님 1부),책과삶,@낭만제작연구소,전 77년생인데 단 한번도 생일 축하 받아 본 기억이 없네요. 부모가 없어서 어릴 때도 전혀 그런 기억이 없는 걸 보니 참 슬프기도 하고 이번 영상으로 위로 아닌 위로도 받고요ㅣ.,209,21,위안,위안|자기서사,100,2026-04-03
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@--ck8uj,나는 혼자가 편한데 학교는 혼자를 이상하게 보는것 같아 특히 중고등학교 그리고 이상하게 집이나 밖에서는 혼자면 외롭지도 않은데 학교에서는 옆에 빤히 무리가 있으니까 혼자있으면 외로운 느낌,208,2,위안,위안|자기서사|자기참조,104,2026-01-17
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@개꿀박,"내가 나한테 실망해서 빠진다기보단, 그냥 무리의 밑바닥을 봤는데 내 에너지 고갈되는게 아까워서 내가 피하는것일뿐..",208,1,자기참조,자기참조,64,2025-09-14
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@문제청년,할 일이많은 50대입니다. 친구는 편하게 볼 수있는 1~2명이면 충분하고 가족과 같이 있는 시간이 대부분입니다.,208,1,자기서사,자기서사,62,2023-09-18
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@makerchu,1살 더 늙어가는 걸 챙기고 싶지 않아서 고생하셨을 부모님과 밥 한끼 함께하고 넘깁니다 😊,208,2,기타,,51,2026-05-02
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@복사꽃78,전 혼자가 편해요. 누구 만나면 정신적 육체적으로 피곤하고 기 빨려요. 잠시잠깐은 즐거운데 계속 가끔씩 봐야 된다는게 버거워요. 연락오면 한두번은 괜찮아도 계속 거절 할 수가 없으니.,207,2,기타,,102,2024-12-06
혼자 있을 때 가장 행복한 사람 특징,놀면서 배우는 심리학,@주영잌,가지각색의 사람들과의 관계 속의 염증.. 그냥 그 에너지를 이유없이 소모하거나 낭비하고 싶지 않은 것 뿐,206,0,기타,,58,2024-06-18
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@heejukpark,불안하고 힘들때는 오히려 혼자 있는 시간을 본능적으로 확보하게 되는 것 같아요,206,0,기타,,43,2024-05-04
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@daheypark403,"답답하다고 느끼는건 그만큼 존중과 배려가 부족해서 눈치가 없기 때문임.회피형은 인간에게 바라는게 없기 때문에 애초에 그 손절점이 높지 않음.성자 이런거 바라는게 아니라 보편적으로 받아들여지는 예의 없음과 존중과 배려 없을 느낄때 손절 때려버리는거임.왜? 사람은 안변함.그리고 그게 그 사람이 악의를 가진게 아니더라도 결이 안맞기 때문에 그런건데 그걸 노력할 가치가 없기 때문에 손절 때려버리는거임.나의 감정의 영역,나를 지켜야하는 것보다 중요한 타인은 없음.그리고 제일 웃긴건 뭔지 앎? 내가 진짜 바닥을 쳤을때 도와주는건 내 자신과 구렇게 친하지 않은 타인들이라는 것.그러니 인간관계에 연연 안함.나는 오히려 왜 자신을 잃어가면서까지 나를 갉아먹는 관계를 손에 쥐고 있는지 이해가 안감.",205,7,자기서사,지식|자기서사|자기참조,385,2024-08-10
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@oliviajini9279,인간들은 자기 태어난날을 기념일로 정해서 매년 죽을때까지 축하받아야하고 축하해줘야하고 그러는 자체가 이해가 안되고 피곤합니다.,205,1,지식,지식,70,2026-05-06
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@Justness180,46 배우자자식친구없지만 혼자가 편하고 외롭지않아요 다만 늙어 건강히살다 자다 하늘나라돌아가길바랍니다,205,1,기타,,56,2024-12-06
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@inannayallacha2243,외롭지 않음 그게 뭐임? 사람들 만나고 옴 기 빨림 집에 혼자 있을 때 안식과 평화 고요를 사랑한다,205,7,자기참조,자기참조,55,2024-12-06
‼️혼자일 때 (이때가) 진짜 삶을 바꿀 기회다.ㅣ'이혼숙려캠프 상담가' 이호선 숭실사이버대학교 교수ㅣ인생강의,하와이 대저택,@G어부-e1y,독서를 통한 심리적 포만감이라는 말씀에 너무 공감합니다 혼자있을 수 있는 힘이 길러지는 느낌이에요,204,4,정체성확인,정체성확인,54,2025-04-11
"나이 들수록 혼자가 되어야 하는 이유ㅣ노후에는 혼자가 행복하다ㅣ평생친구는 없다ㅣ인간관계ㅣ쇼펜하우어, 니체, 알베르 카뮈, 루소 명언 인생조언",책사람,@원지희-h1n,난 어렸을때 부터 착하다 활발하다 라는소리를 듣고 살았다 그런데 어느순간부터 친구들과 만나고 집에오면 스트레스가 계속 쌓이는것이다 그래서 혼자가되었다! 친구를 만나러간다고 하루전부터 스트레스받으며 잠못자고 했던것이 없어지면서$ 너무 자유스러웠다! 혼자라고 외롭지않다! 오히려 스트레스없고 좋다! 혼자서 편히자고 혼자서 편히 하루를 보내고 먹고싶을때 먹고 그렇게 살다보니 제일 행복한일은 혼자서 스트레스없이 살다가 혼자서 살던집에서 혼자 죽는것이다! 행복한 삶이고 행복한 죽음이다!,203,9,기타,,268,2023-06-24
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@백미숙-x3z,한사람만이라도 나랑 맞는사람있으면 딱 좋아요 사람 욕심내지 마세요 내건강 내가발전하는 일에 관심두세요 최고입니다 사람들 다똑같아요,203,5,정체성확인,정체성확인|자기참조,72,2024-12-06
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@카야-z9e,전 평생 친구하나 없이 살았습니다 이 나이가 되고서야 비로소 외로움에 달인이 됐습니다,203,13,위안,위안|자기서사,47,2024-06-04
똑똑한 사람일수록 친구 적고 외로움 덜 타는 이유ㅣ인간설명서 EP.6,지식인사이드,@in.out.,친구 인간관계 다 필요 없습니다. 일 안해도 먹고 살수 있는 구조를 만들고 유유자적으로 편하게 사는게 최고입니다. 주변에 보면 소시오패스 너무 많아요. 정신이 건강한 사람은 혼자서 잘 지낸다.,202,5,기타,,107,2024-12-27
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@thebookforest7998,친구없이지내라는 말씀이라니라 혼자지낼수 있고 혼자있는 시간을 지낼수 있어야 인간관계도 잘해낼수 있다는 말씀이네여.,202,1,기타,,63,2023-12-12
"[#유퀴즈온더블럭] 혼자가 제일 편하다는 내향인💦 그 행복, 진짜일까?🤔 행복 심리학자가 말하는 내향인의 진실👀",디글 :Diggle,@와룡산와룡-s4i,인간은 본래 혼자입니다.내면에서 정서적인 행복을 찾아보세요.,199,0,기타,,33,2025-07-12
"진정한 친구가 없어도, 잘사는 사람들의 특징 '3가지' (양창순 박사 2부)",지식인사이드,@렉슬-g9b,친구없이 혼자 지내도 하루가 짧다. 왜이리 즐거운 일도 많고 할일도 많은지.,197,0,기타,,42,2024-01-21
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@쿠왁스이,매달리지말고 미움받을용기가있을때 행복하다라는거 회사생활하면서 와닿음. 고과받겠다고 상사한테 딸랑거리고 신경안거슬리게 한다고 나를 숙이고 상사가 하는말에 벌벌떠니까 스트레스받더라고. 그렇게한다고 고과받는다는 보장도없는데. 그걸 깨닫고 나 편한데로 사니 고과못받아도 내 행복과 바꿨다고 생각하니 정신건강이 좋아짐,196,9,자기서사,자기서사|자기참조,172,2023-09-03
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@김정수-i4k,기념일 신경 안쓰는 내가 좀 이상한가? 했는데 댓글보니 많네요,196,0,자기참조,자기참조,34,2026-05-05
점점 혼자가 편한 이유,픽고 PICKGO,@hahasefula,"그냥 처음에 “나 카페 좀” 이러면 “응 다녀와” 하거나 “나도 따라가도 됨?”이렇게 물어보면 되지 그냥 지금 말하는 건 갈라치기 하려는 느낌이잖아…뒤에 E냐 I냐 묻는 것만 봐도 그렇고 그냥 너랑 우리는 안맞다라고 말하고 싶은거 아니냐고ㅠㅠ 주인공이 갠플 좋아하는 것도 맞지만 저렇게까지 톡 보낼거 고민하게 만드는거면 일단 친구는 아니다…백퍼 주인공이 저렇게 생각하고 혼자다니는거 보면 역시 주인공은 우리랑 안놀고 싶었나봐, 아니 싫으면 싫다고 하던가 등등 이렇게 말하고 둘이서 다닐 듯. 주인공은 자기만의 시간이 중요해서 혼자가 편한게 아니라 타인이랑 있는 시간이 불편해서 혼자가 편해진 느낌이여…",195,3,자기서사,정체성확인|자기서사|자기참조,336,2024-02-08
혼자가 편한 사람 특징,픽고 PICKGO,@KakaoVX,혼자 다니는 거 장단점이 너무 뚜렷한 거 같음 근데 인간은 결국 사회적 동물이라 사람들과 어울려 지내야 하긴 함,195,0,자기참조,자기참조,62,2023-04-22
혼자가 편한 사람 특징,픽고 PICKGO,@성이름-x3t1u,뒷담을전하는게 왜 동의해서 전하는거지..? 나만등신처럼 모르는것보단 차라리 알려주는게 낫던데... 공감안되네요,195,3,정체성확인,정체성확인,61,2023-04-22
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@동네보안관-m6p,혼자가 편한 요즘....,195,0,기타,,13,2025-12-22
"""친구 한 명도 없는 것, 오히려 좋다"" 혼자 있는 시간이 많을수록 점점 똑똑해지는 이유 (이헌주 교수 통합본)",책과삶,@Moon7511,"혼자가 좋으려면 건강해야 함. 자존감도 친절함도 몸의 건강에서 나옴. 근력과 유산소를 병행해 꾸준히 운동하면 잔병과 만성질환이 없고, 근력이 좋으면 활기차고 자신감이 생김. 건강한 몸으로 독서까지 하면 지적수준까지 올리게 됨. 책을 많이 읽을수록 부족함을 깨닫고 더읽고 싶음. 여기에 재미를 들이면 운동안하고 영양제만 한주먹씩 먹으며 골골대는 사람들과 할일없이 앉아서 수다나 떠는 모임이 시간낭비 에너지낭비가 되어 더는 나가기 싫음. 적당한 경제력까지 갖추게 되고 몸과 마음이 건강하니 혼자가 최고로 좋음",194,2,기타,,282,2025-12-29
친구가 없어도 '혼자 잘 지내는' 사람 특징,멘탈케어::힐링 심리학 채널::,@q5551326,"나이를 먹을수록 점점 혼자가 되는 것 같은데 혼자가 편해서 그런거 같아요, 하지만 모든 것이 장단점이 있듯 무조건 혼자일 필요도 없습니다. 혼자서도 잘지는 게 중요한거죠",194,1,기타,,94,2022-08-04
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@sinnadie0,"뭔가 나는 무리 전체랑은 안친하고 몇명만 친한데, 그 몇명이 무리 모두랑 친하면 그때부터 혼자 고립된 느낌이 심하게 듬..",194,0,자기서사,자기서사|자기참조,68,2026-01-17
혼자 살다가 행복하게 죽는 5가지 방법 #삶의지혜 #행복한노후 #100세시대,골든가이드,@carmi-r2e,"살아 온 길 뒤돌아 보고 감사하고, 하루를 의미있게 지내고, 더불어 아직 하지 않았다면 곧 떠날 준비를 하고, 지금이 가장 소중한 시간임을 , , ,",193,0,기타,,83,2025-08-07
혼자가 더 편한 회피형 특징,놀면서 배우는 심리학,@고진감래-b8c,회피형은 어떤 문제나 사건이 생겼을때 피하고 도망가는게 회피형 입니다 인간관계에서 아닌 사람을 손절 하는게 회피는 아니죠~,192,1,기타,,68,2025-02-04
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@mumuk2988,내향형인 사람한테 잦은 연락 강요하지 말고 주말에 뭐하냐 쓸데없는거 묻지 마세요. 제발. 나 알아서 잘놀고 잘쉬고 있는데 뭔상관이야 진짜 눈치없이 그런거 계속 묻는 사람은 짜증나서 손절해버림..,191,3,자기서사,자기서사,108,2023-10-24
나이들수록 오히려 혼자가 되면 편합니다. 친구 없어도 잘사는 사람의 특징 (최명기 원장 1부),지식인사이드,@지식인사이드,"⭐9월 19일 ~ 9월 22일 추석 특가 행사⭐ 안녕하세요 구독자 여러분!! 저희가 이번 추석 명절을 맞이하며, 온라인&오프라인 통틀어 최저가로 특가 상품을 소개해드리려고 합니다! 정관장 홍삼 세트부터 마사지건까지 3일간 진행하는 특가이니 많은 관심 부탁드려요~~!! 아래 링크 상점에서 좋은 선물, 좋은 상품 챙기셔서 행복한 명절 되길 바라겠습니다^^🍁 상점 바로가기 ❤ https://insidemarket.store/ 1. 정관장x인사이드 2. 갓비움x인사이드 3. 야구르트 핏바이오틱스",190,16,기타,,276,2023-09-21
혼자가 편한 사람 특징,픽고 PICKGO,@Daisy_dlwlrma,"저런 생활 진짜 좋은 게 선물 돌려받기 위한 가식적인 생일 축하도 안 받고 형식적인 관계 유지하기 위한 술자리, 놀러가기 등등 불필요한 지출과 시간 줄일 수 있어서 진짜 좋음 다만 단점은 인맥이 필요한 상황일 때는 엄청 불리하게 작용함...근데 난 이것도 다 감수한다 생각하고 생활하니깐 다니기 편하더라 그리고 내 사람한테만 온전한 시간과 돈 쓸 수 있다는 점도 매우 좋음 친구가 아예 없는 것도 아니고 편한 친구 2명 있다는 것만으로도 난 이미 만족해서 더 이상의 친구 욕심은 없음ㅋㅋ",190,5,자기서사,자기서사|자기참조,272,2023-04-22
혼자가 편한 사람 특징,픽고 PICKGO,@이방원-b1j,가식떨면서 궁금하지도 않은거 듣고 대답하는게 너무 힘들어요. 정말 너무 싫어요. 혼자 되기로 결심하고 실행한 후 광명 찾았습니다🤍🤍🤍🤍🤍,190,3,기타,,81,2024-04-14
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@Button-o7b,나이들수록 맞는 사람찾기는 진짜 어려운듯요...사람을 만나도 안즐거운듯... 미성숙한인간들이 넘많은듯.. 온갖 자랑질에다 끊임없이 셀카사진보내는 미친인간들이 한둘이 아닌듯,189,9,정체성확인,정체성확인|자기참조,95,2024-02-12
"친구 한 명 없어도 혼자 잘 지내는 사람들의 '3가지' 장점 (최명기 원장, 한석준 아나운서, 이헌주 교수, 김아라 소장)",지식인사이드,@오영숙-s7d,친한줄알고 속내 알리고 지냈는데 나중 화살되어 돌아 왔어요 적당히 가벼운 관계가 편해요,188,1,자기참조,자기참조,48,2024-06-20
가족과 사는 게 즐겁다고? '행복한 사람'은 절대 무작정 결혼하지 않습니다! | 김경일 심리학과 교수 1부,"꿈을 찾는 사람들 강연,강의,강사,꿈찾사",@소여-p3n,분명 집에 있는데 '집'에 가고 싶다는 생각이 자꾸 들어요..,188,5,기타,,34,2023-04-09
혼자서 잘 사는 사람 특징,놀면서 배우는 심리학,@옴마니반메훔-d5q,연락하는 사람 1명도 없음,188,13,기타,,14,2024-12-19
혼자 있는 게 편하다는 사람들의 진짜 속마음ㅣ지식인초대석 EP.65 (박재연 소장 2부),지식인사이드,@김정훈-f8t5r,혼자가 외로워서 그렇지 편한건 사실입니다. 사람 + 사람 = 문제 가 생깁니다. 좋은 문제든 나쁜 문제든 생기지만 시간이 지날수록 노화로 인한 자연히 나쁜 문제가 더 많이 생기는데 나약한 사람은 이겨내기 힘들어하죠 결국 외로움만 이겨낼수 있으면 사람 + 나 = 행복 입니다.,187,6,자기서사,위안|자기서사|자기참조,153,2025-09-21
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@yoon-xy4kd,호의가 권리가 된다.. 저건 찐임... 귀에 쏙쏙 들어오네요!!,187,0,자기참조,자기참조,35,2023-08-29
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@은호-y1u,2:43 그냥 외향형 찐따 잖아요 ㅠㅠ,186,0,자기서사,자기서사,21,2026-01-17
"""혼자가 가장 행복하다."" 사람이 굳이 외향적일 필요 없는 이유 (남인숙 작가 통합본)",지식인사이드,@user-leewanyea1,내성적이었습니다. 직업상 많은 사람을 만나느라 20대~40대 정말 힘들었죠 오십대 이제야 혼자가 진정한 나를 찾았고 지금. 혼자가 젤 행복해요 늙어서도 인간관계는 안하려구요,185,0,자기서사,자기서사,96,2024-09-28
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@차경-i6f,나이들수록 혼자에 시간이 필요하다 혼자서 잘 지낼수 있는게 나이들어 필요조건이다,185,0,기타,,44,2023-10-13
나이들수록 혼자가 행복한 이유 | 온전한 나로써 행복해지는 법 | 쇼펜하우어의 인생론 행복론 | 처세술 | 명언 | 인생의 지혜 | 인간관계,만인의 현인,@딸기-h7r4i,똑똑한 사람은 용서하고 현명한 사람은 무시한다,185,0,기타,,25,2024-12-10
혼자 있을 때 가장 행복한 사람 특징,놀면서 배우는 심리학,@zfwsjqrg,"가장 가까운 사람들과 관계가 어그러지고, 사회속에서 인간관계에 지치고 염증만 늘다보니 자연스레 나 이외에 관계가 다 무의미 하더라.",184,1,자기참조,자기참조,73,2024-11-28
나이들수록 혼자가 편해지는 이유. 친구 없이 혼자서 행복해지는 방법 ㅣ Ep. 26 책과사람 (서경석 개그맨 1부),책과삶,@판식김-k6t,나이가 들수록 혼자 잘 노는 사람 혼자 즐기는 사람이 진정 삶의 프로입니다 혼자 즐기는 일과 취미를 많이 찾아보세요? 돈 들이지않고 즐기는 취미생활도 많습니다 소확행이 최고 인생을 즐기는 것입니다,180,0,기타,,109,2025-08-24
혼자 있을 때 가장 행복한 사람 특징,놀면서 배우는 심리학,@anais7297,나도 내가 좋고 혼자 잘 지내고 혼자가 더 행복하다,180,2,정체성확인,정체성확인|자기참조,28,2024-06-18
혼자가 편한 사람 특징,픽고 PICKGO,@rozenf359,저러는데도 계속 말걸어준다는건 인싸 아닐까,180,3,기타,,23,2023-04-22
인간관계에 지쳐서 혼자가 편한 사람들의 특징,놀면서 배우는 심리학,@푸르름-x7l,"인간관계에 현타가 온 1인입니다. 한국인들 화병 때문인지 상대방 이야기를 듣기 무척 힘들어 합니다. 궁금해 하지도 않구요.... 어느 순간 친구들이 만나자고 해서 만나게 되면 4시간 -5시간 이상 친구의 고민이나 친구와 관계된 주제로만 이야기를 듣게 됩니다... 저의 친구 절반은 나르시시스트인데 자신만 힘들다며 우울해 하면서도 저와 다른 타인을 깍아내리며 무척 행복해 합니다. 자신들의 결핍을 우월감으로 채우려고 합니다. 이러한 결핍 있는 친구를 위해 개그도 던지며 기분 풀리도록 노력하다 보니 이제는 지칩니다. 자신은 칭찬받아 마땅하고, 저는 깍아내리고 비난하기 좋아합니다. 이런 패턴 반복 입니다. 존경하는 친구들도 마찬가지 입니다. 자신들의 이야기를 들어주어야 행복을 느낍니다. 어떤 친구는 제가 하는 말 끝마다 평가를 하고 결론을 내리는 친구여서 대화하기 무척 피곤합니다. 이러한 평가와 결론이 늘 틀립니다. 그냥 자신이 생각해서 맞다는 방향으로 평가를 합니다. 그래서 이 친구를 만나거나 통화를 하려면 미리 대본을 짜서 대화를 나눠야합니다. 그래야 이 친구의 평가에 합격점을 받을 수 있고 , 또 만족해 하더라 구요... 그냥.. 이제는 지치고 힘들어요. 누군가에게 맞춰주는 것도 , 누군가에게 이유 없이 비난을 받으면서도 ..동시에 상대에게는 칭찬만 해주어야 하는 제 자신이 안타깝습니다. 한국인들 절반 이상 특징이 의사소통 하는 방법에 큰 문제가 많은 듯 보입니다. 나보다 타인이 잘나가면 깍아내려야 하고, 틀린 평가하고, 이를 비난하고... 이 패턴이 반복입니다. 또 상대가 힘들어 보이면 이를 약점 잡듯이 비난하기 바쁘구요. 학교교육의 부재인 거 같은데... 우리나라 학교교과과정에 타인을 공감하는 방법과 의사소통 하는 방법에 대해 전문적인 교육과정이 절실히 필요해 보입니다. 진짜 심각합니다. 대화할 때 비난하고 멋대로 평가하는 것만 아니면 좋겠습니다.",179,13,자기서사,정체성확인|자기서사|자기참조,936,2025-09-03
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@김아름-n9h,"저도 내향적입니다 혼자 캠핑 가고 불멍하거나.. 집에서 종일 누워있기도하다가 근처 공원 걸으며 사계절 변화에 놀라기도하죠 제 애길 나눌 몇명만있음되더라구요 자주 안바도되는... 자연이 더 좋습니다 치유가 되더라구요 사람은 줄수없는 집안 정리도 좋구.... 버릴것이 왤케 많은지 가끔 서랍정리 부엌정리 하다보면 시간 가는거 모르고 끝난 뒤 뿌듯함.,,,왠지 자존감 쑥~~ 직장에서 스트레스... 인간관계 스트레스를 전 혼자서 여러방법으로 힐링하며 충전합니다 충분히 행복합니다",177,3,자기서사,위안|정체성확인|자기서사|자기참조,264,2023-10-22
혼자가 더 편한 내향적인 사람의 특징,놀면서 배우는 심리학,@순수한그대,내향형=사람들과있는게싫고집에있는게제일좋은사람이 아님ㆍ밖에 잘다니지만혼자서 잘다니고 많은사람들하고 자주 안어울리고 다수보단소수와 깊이있게어울리는게 조은사람임,176,5,자기서사,자기서사|자기참조,86,2023-10-24
함께 있어도 혼자 겉도는 사람의 2가지 특징,비치키,@ElNino_Like_Bobobo,4:39 근데 중요한 게 공통에 관심사가 잘맞는 사람 알아본다거나 대화해보는것도 쉽지가 않은 세상이라... 그냥 쉽지 않다 ㅋㅋㅋㅋ,176,0,기타,,73,2026-01-17
"혼자 있을 때 더 편안한 사람, 알고보니 '이 유형' 입니다 (김경일 교수님 통합본)",책과삶,@verale3859,난 내나이도 안세는데.누가 나이 물어보면 순간 당황 하고있는 나를본다.,176,11,기타,,39,2026-05-02
